2025-01-25 00:30:35.425 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-25 00:30:35.427 | INFO     | __main__:<module>:68 - Project root: C:\Users\balla\Projects\buzzline-03-jballard
2025-01-25 00:30:35.427 | INFO     | __main__:<module>:72 - Data folder: C:\Users\balla\Projects\buzzline-03-jballard\data
2025-01-25 00:30:35.427 | INFO     | __main__:<module>:76 - Data file: C:\Users\balla\Projects\buzzline-03-jballard\data\buzz.json
2025-01-25 00:30:35.427 | INFO     | __main__:main:136 - START producer.
2025-01-25 00:30:35.427 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-25 00:30:35.433 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-25 00:30:35.433 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-25 00:30:35.760 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'Auider8STh2V57HyMpKcgQ', 'controller_id': 1001}
2025-01-25 00:30:35.761 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-01-25 00:30:35.761 | INFO     | __main__:get_message_interval:57 - Message interval: 1 seconds
2025-01-25 00:30:35.761 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-25 00:30:35.761 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-25 00:30:35.867 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-25 00:30:35.868 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-25 00:30:36.189 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline_json'.
2025-01-25 00:30:36.268 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline_json' created successfully.
2025-01-25 00:30:36.270 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-01-25 00:30:36.270 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
2025-01-25 00:30:36.270 | INFO     | __main__:generate_messages:95 - Opening data file in read mode: C:\Users\balla\Projects\buzzline-03-jballard\data\buzz.json
2025-01-25 00:30:36.271 | INFO     | __main__:generate_messages:97 - Reading data from file: C:\Users\balla\Projects\buzzline-03-jballard\data\buzz.json
2025-01-25 00:30:36.340 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-01-25 00:30:37.341 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-01-25 00:30:38.348 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie'}
2025-01-25 00:30:39.371 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-01-25 00:30:40.372 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-01-25 00:30:41.373 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Alice'}
2025-01-25 00:30:42.375 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Hello, Kafka world!', 'author': 'Diana'}
2025-01-25 00:30:43.378 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-01-25 00:30:44.379 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-01-25 00:30:45.381 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Alice'}
2025-01-25 00:30:46.382 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-01-25 00:30:47.384 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Diana'}
2025-01-25 00:30:48.385 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Kafka is awesome.', 'author': 'Charlie'}
2025-01-25 00:30:49.387 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Bob'}
2025-01-25 00:30:50.392 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Bob'}
